ID,Wiederbeschaffungszeit,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0
1.0,0.0,,,,,,,,,,,,,,
,,2.0,,,,,,,,,,,,,
,,0.0,,,,,,,,,,,,,
,,,2.0,,,,,,,,,,,,
,,,0.0,,,,,,,,,,,,
,,,,32.0,,,,,,,,,,,
,,,,0.0,,,,,,,,,,,
,,,,,32.0,,,,,,,,,,
,,,,,0.0,,,,,,,,,,
,,,,,33.0,,,,,,,,,,
,,,,,0.0,,,,,,,,,,
,,,,,,32.0,,,,,,,,,
,,,,,,0.0,,,,,,,,,
,,,,,,33.0,,,,,,,,,
,,,,,,0.0,,,,,,,,,
,,,,,,34.0,,,,,,,,,
,,,,,,0.0,,,,,,,,,
,,,,,,,32.0,,,,,,,,
,,,,,,,0.0,,,,,,,,
,,,,,,,33.0,,,,,,,,
,,,,,,,0.0,,,,,,,,
,,,,,,,34.0,,,,,,,,
,,,,,,,0.0,,,,,,,,
,,,,,,,35.0,,,,,,,,
,,,,,,,0.0,,,,,,,,
,,,,,,,,33.0,,,,,,,
,,,,,,,,0.0,,,,,,,
,,,,,,,,34.0,,,,,,,
,,,,,,,,0.0,,,,,,,
,,,,,,,,35.0,,,,,,,
,,,,,,,,0.0,,,,,,,
,,,,,,,,,34.0,,,,,,
,,,,,,,,,0.0,,,,,,
,,,,,,,,,35.0,,,,,,
,,,,,,,,,0.0,,,,,,
,,,,,,,,,,35.0,,,,,
,,,,,,,,,,0.0,,,,,
,,,,,,,,,,,100.0,,,,
,,,,,,,,,,,0.0,,,,
,,,,,,,,,,,,100.0,,,
,,,,,,,,,,,,0.0,,,
,,,,,,,,,,,,101.0,,,
,,,,,,,,,,,,0.0,,,
,,,,,,,,,,,,,100.0,,
,,,,,,,,,,,,,0.0,,
,,,,,,,,,,,,,101.0,,
,,,,,,,,,,,,,0.0,,
,,,,,,,,,,,,,102.0,,
,,,,,,,,,,,,,0.0,,
,,,,,,,,,,,,,,100.0,
,,,,,,,,,,,,,,0.0,
,,,,,,,,,,,,,,101.0,
,,,,,,,,,,,,,,0.0,
,,,,,,,,,,,,,,102.0,
,,,,,,,,,,,,,,0.0,
,,,,,,,,,,,,,,103.0,
,,,,,,,,,,,,,,0.0,
,,,,,,,,,,,,,,,100.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,101.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,102.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,103.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,104.0
,,,,,,,,,,,,,,,0.0
