Hour,Topic,traceId,id,organisationId,carrierActionType,carrierId,currentCount,laneAddress
03:12:29,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,54e3fd9a-0264-4a9b-92db-bca03d963efa,f52537d0-a656-4308-abeb-037f7550eaac,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PUT,,3,S001.M006.01.01
03:12:30,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,9feed3a8-5f5a-43cc-a648-8e94dc00f7e9,93dbb947-4a0a-4f21-8f8a-fb962f4a4cd0,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PUT,,6,S001.M004.03.02
03:12:30,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,ea4b2f67-9fad-4019-9730-b62185b37f65,c5f2c81d-746d-4418-a2b8-281b6299cebe,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,090e296f-bd80-be2c-90f6-8ad1639b5c46,2,S001.M006.01.01
03:12:30,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,f094c6b4-592e-437f-bb9b-b501f11b23c5,7322a9c9-712d-47ca-83df-612f9f96d581,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,1,S001.M006.01.01
03:12:30,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,d40746d6-5a58-44a2-968f-2c9cc688d041,4dc47052-0187-4b38-af86-e7fc52e6379d,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,1,S001.M007.02.01
03:12:31,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,b4bbc8e5-a5c3-4e78-a795-3725fbafff7a,2476c510-2539-4e4a-9f3e-c8e9568bd6f2,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,0,S001.M003.02.03
03:12:31,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,145d58fb-654a-4a4a-a678-a0c502bf5315,78405b16-82e6-48ad-80ec-40f44da40f83,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,5,S001.M004.03.02
03:12:32,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,ad7a41ea-8c66-4b5f-a5d0-4248438596d5,5bd41242-94a4-44f7-bdab-de753dfa211f,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,0,S001.M003.02.02
03:12:33,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,e47344ba-d7ac-402f-b48e-754e05fca2ea,8e765795-8c2f-4082-a23c-b65bbb197ae2,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PUT,,2,S001.M007.02.01
03:12:33,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,8fbca69c-e961-49c9-b7c3-94681a5b8375,e71c58c2-fba2-4822-8999-cf3330328ca6,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PUT,,1,S001.M003.02.03
03:12:33,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,516319a2-55d1-4b62-b756-d46979d0cbb2,3cee9f72-0208-4bbd-8790-eee5c0f26fba,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,0,S001.M003.02.03
03:12:48,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,0187292e-1ecf-41c7-af22-1d05a7c270f4,c99692d3-895f-47a9-b5ee-ef45e6f327d6,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PUT,,1,S001.M006.01.04
03:12:58,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,03b00872-fef9-4c08-b69b-130cdbeb9550,b76ac896-d0ba-4e30-8869-6b9b1ecd4e53,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,4,S001.M004.02.01
03:13:46,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,6cac64f2-4af0-408a-b0de-864a8cb28770,8fa5cc02-01ee-4fec-b54d-25c170dad620,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PUT,,2,S001.M006.01.01
03:13:51,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,5c65a183-aded-4254-8ff9-2314c315d154,cb660fcf-172a-46fd-a304-a7ca2bc3611a,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,1,S001.M006.01.01
03:13:57,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,f487ff35-7718-46df-b780-4d239b3c0770,6d301948-7349-4667-b189-c4e300c768df,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PUT,891ec6e4-7b70-4182-a4b7-de1618290f06,5,S001.M004.02.01
03:14:06,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,4d8f4030-5580-4c47-9d90-3109a4df04f4,5177c9d6-7c08-4853-ab5d-e56ce02dd3cf,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,0,S001.M006.01.04
03:14:19,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,db7e4c4c-7566-4c0a-b719-cff1a87ac0b9,dc0d3c1a-0b0e-4697-bd6a-96f9e09cd2e2,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PUT,,1,S001.M003.02.03
03:14:21,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,e0332982-d2c7-43b0-89a7-e3e6e04db738,6c135f4b-bc67-484d-b19b-35dc20a0669f,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,0,S001.M001.01.02
03:15:25,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,db4df645-6e58-4e19-bf80-44b8a17e3bfb,4a210b92-6500-4b50-bf4e-00f4064e9a87,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PUT,,5,S001.M004.03.01
03:15:29,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,3a33f0e4-4015-4a43-8042-764452ac748f,83495b41-e7da-4923-97f8-1b47a0de33d0,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PICK,,4,S001.M004.03.01
03:15:40,organisation_events_1091c573-df2b-44e3-8755-64c8a09cebcc,15f8a210-4b37-44b7-a746-53e3a1f45530,a175e012-bc14-4f30-bb33-19c6d4a335b9,b6c197fa-c1d2-43ec-930f-57daf8c7aa9b,CARRIER_ACTION_PUT,,1,S001.M001.01.02
