ID,Wiederbeschaffungszeit,0,0.1,0.2,0.3,0.4,0.5,0.6,0
6.0,5400.0,,,,,,,,
,,7.0,,,,,,,
,,1800.0,,,,,,,
,,,7.0,,,,,,
,,,1800.0,,,,,,
,,,8.0,,,,,,
,,,1800.0,,,,,,
,,,,7.0,,,,,
,,,,1800.0,,,,,
,,,,8.0,,,,,
,,,,1800.0,,,,,
,,,,,8.0,,,,
,,,,,1800.0,,,,
,,,,,,41.0,,,
,,,,,,1800.0,,,
,,,,,,,41.0,,
,,,,,,,1800.0,,
,,,,,,,42.0,,
,,,,,,,1800.0,,
,,,,,,,,41.0,
,,,,,,,,1800.0,
,,,,,,,,42.0,
,,,,,,,,1800.0,
,,,,,,,,43.0,
,,,,,,,,1800.0,
,,,,,,,,,41.0
,,,,,,,,,1800.0
,,,,,,,,,42.0
,,,,,,,,,1800.0
,,,,,,,,,43.0
,,,,,,,,,1800.0
,,,,,,,,,44.0
,,,,,,,,,1800.0
